38730,1
36921,2
48221,3
50260,4
43281,5
36649,6
36629,7
36915,8
36917,9
36619,10
47023,11
36938,12
36516,13
36641,14
39097,15
38810,16
39805,17
41773,18
39573,19
40931,20
36643,21
36650,22
39734,23
43281,24
39930,25
41012,26
41775,27
40217,28
42277,29
38178,30
36623,31
44559,32
37783,33
42069,34
39445,35
49533,36
36907,37
36623,38
38941,39
36624,40
36510,41
41782,42
37721,43
36630,44
41768,45
36613,46
40325,47
36649,48
49883,49
39822,50
36637,51
44699,52
42276,53
39318,54
37586,55
36649,56
40641,57
41768,58
39449,59
38810,60
38944,61
41772,62
36619,63
47731,64
47728,65
41773,66
41767,67
36929,68
36938,69
39848,70
41734,71
36649,72
39848,73
36627,74
39735,75
38377,76
42423,77
36631,78
39930,79
36512,80
43082,81
44232,82
39809,83
39570,84
38839,85
45647,86
40229,87
38731,88
36623,89
37496,90
41478,91
39448,92
36615,93
44713,94
39447,95
45489,96
39830,97
36623,98
41981,99
41772,100
41017,101
37391,102
48948,103
46031,104
43580,105
46815,106
36623,107
39094,108
44699,109
44699,110
36623,111
46823,112
39859,113
39859,114
39859,115
39859,116
48041,117
41734,118
39837,119
39808,120
39808,121
37586,122
41770,123
41017,124
36919,125
37786,126
36623,127
39318,128
36641,129
37782,130
39806,131
36920,132
44699,133
36909,134
41015,135
38808,136
36626,137
39449,138
38724,139
38731,140
41771,141
47142,142
37325,143
47395,144
36514,145
42927,146
36623,147
39733,148
41770,149
48330,150
48330,151
38957,152
43580,153
46927,154
41017,155
39835,156
44478,157
42275,158
38811,159
39097,160
38839,161
42278,162
43282,163
43282,164
46021,165
40053,166
37332,167
36938,168
36649,169
39786,170
45133,171
38958,172
42879,173
39644,174
42274,175
41739,176
40598,177
40598,178
38970,179
39930,180
42274,181
36615,182
44384,183
36640,184
40635,185
41013,186
40051,187
39802,188
39552,189
36649,190
40217,191
44721,192
37720,193
37586,194
39735,195
41773,196
48041,197
44713,198
38729,199
45427,200
36616,201
39930,202
43294,203
36922,204
38728,205
39786,206
48220,207
46030,208
42034,209
36649,210
42069,211
38970,212
40114,213
40597,214
38654,215
39551,216
38811,217
45434,218
41776,219
45486,220
40929,221
45847,222
45849,223
47581,224
46927,225
48758,226
43852,227
41014,228
46021,229
42845,230
37586,231
39820,232
42752,233
41738,234
41424,235
43852,236
42751,237
42751,238
47705,239
39835,240
39826,241
39835,242
49533,243
41017,244
39569,245
42317,246
44950,247
44950,248
37329,249
40081,250
40080,251
39563,252
45647,253
42275,254
42457,255
48635,256
36514,257
39649,258
42277,259
37325,260
42150,261
36931,262
39843,263
39577,264
38180,265
45852,266
45854,267
36906,268
42879,269
44604,270
44941,271
39806,272
45853,273
43281,274
39095,275
45846,276
44699,277
45848,278
43281,279
43281,280
43281,281
45647,282
41272,283
42150,284
39553,285
42629,286
44401,287
45489,288
41769,289
37333,290
42317,291
43088,292
42048,293
37617,294
43281,295
38735,296
41777,297
44229,298
39807,299
46559,300
40082,301
40635,302
39836,303
47361,304
44701,305
48758,306
39553,307
43281,308
41739,309
46815,310
38727,311
44698,312
44699,313
43281,314
43281,315
41739,316
43852,317
46823,318
43285,319
39553,320
47739,321
36916,322
44593,323
42171,324
36907,325
43190,326
46928,327
36514,328
44854,329
40634,330
49041,331
36938,332
37334,333
38728,334
43852,335
47717,336
40455,337
42645,338
41423,339
47739,340
47142,341
38728,342
41783,343
43735,344
47731,345
38969,346
37332,347
40758,348
40456,349
45982,350
43188,351
40975,352
42751,353
42751,354
42879,355
44695,356
40639,357
41720,358
45855,359
48216,360
38845,361
43281,362
40974,363
39449,364
43283,365
44231,366
36631,367
42048,368
39811,369
41734,370
43281,371
37586,372
36645,373
40050,374
39805,375
36919,376
39829,377
39829,378
39826,379
39859,380
37586,381
39852,382
39852,383
46928,384
38838,385
42629,386
42645,387
47395,388
42051,389
36623,390
46924,391
48946,392
39810,393
42383,394
39856,395
42054,396
42385,397
48368,398
44699,399
46926,400
37782,401
43852,402
39842,403
42387,404
38841,405
42278,406
37722,407
39820,408
42825,409
42511,410
36628,411
40640,412
38969,413
44593,414
42848,415
37586,416
39832,417
39832,418
40047,419
40759,420
48944,421
39451,422
43340,423
42051,424
39835,425
36641,426
39835,427
43191,428
37779,429
44263,430
48368,431
48368,432
43190,433
39838,434
37586,435
36623,436
37334,437
45426,438
47731,439
42050,440
37621,441
40272,442
42053,443
41720,444
42049,445
44701,446
50276,447
41272,448
42049,449
40046,450
42880,451
41719,452
48216,453
44699,454
42171,455
37622,456
42171,457
49801,458
40456,459
44695,460
41769,461
44699,462
41773,463
36624,464
39835,465
45647,466
43297,467
42878,468
43281,469
43852,470
44699,471
39853,472
39853,473
39845,474
39845,475
39853,476
39451,477
44699,478
44699,479
44699,480
37720,481
42846,482
40758,483
44854,484
44712,485
39786,486
44855,487
39835,488
40229,489
49413,490
39851,491
39851,492
49414,493
44713,494
41719,495
48758,496
40456,497
44478,498
37334,499
44370,500
36506,36510
36506,36511
36506,36512
36506,36513
36506,36514
36506,36515
36506,36516
36512,36613
36512,36614
36512,36615
36512,36616
36512,36617
36512,36618
36512,36619
36512,36620
36512,36621
36512,36622
36512,36623
36512,36624
36512,36625
36512,36626
36512,36627
36512,36628
36512,36629
36512,36630
36513,36631
36516,36636
36516,36637
36516,36638
36516,36639
36516,36640
36516,36641
36516,36642
36516,36643
36516,36644
36516,36645
36516,36646
36516,36647
36516,36648
36516,36649
36516,36650
36516,36651
36516,36652
36510,36906
36510,36907
36510,36908
36510,36909
36510,36910
